"rank","property_id","address","latitude","longitude","price","currency","bathrooms","bedrooms","area","land_area","zestimate","rent_zestimate","days_on_zillow","sold_date","is_zillow_owned","image","listing_type","status_text","broker_name","input","property_url","listing_url"
"192","16988324","5493 Adobe Falls Rd UNIT 12, San Diego, CA 92120","32.78101","-117.081","599000","USD","2","3","1116 sqft","","604100","3015","0","","False","https://photos.zillowstatic.com/fp/29fbb3acc60a22beb3c8bc6d2846cae6-p_e.jpg","FOR SALE","Condo for sale","Century 21 Affiliated","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/5493-Adobe-Falls-Rd-UNIT-12-San-Diego-CA-92120/16988324_zpid/","https://www.zillow.com/san-diego-ca/5_p/"
"455","19811680","1058 Niguel Ln, San Jose, CA 95138","37.242065","-121.76467","899000","USD","3","2","1291 sqft","","910200","3559","9","","False","https://photos.zillowstatic.com/fp/02c3b2d999b6cb559a873d40c4dea86e-p_e.jpg","FOR SALE","Townhouse for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/1058-Niguel-Ln-San-Jose-CA-95138/19811680_zpid/","https://www.zillow.com/san-jose-ca/12_p/"
"605","16769074","13225 Denara Rd, San Diego, CA 92130","32.958157","-117.23909","2020000","USD","3","4","2205 sqft","","1993600","5881","39","","False","https://photos.zillowstatic.com/fp/7e7ce3716eea1889569c725d2de57f33-p_e.jpg","FOR SALE","House for sale","HomeSmart Realty West","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/13225-Denara-Rd-San-Diego-CA-92130/16769074_zpid/","https://www.zillow.com/san-diego-ca/15_p/"
"7","25554611","25911 Pasofino, Laguna Niguel, CA 92677","33.548042","-117.6779","1739000","USD","3","4","2202 sqft","","1725400","5509","16","","False","https://photos.zillowstatic.com/fp/ec8ae46838eefb5523a7a9a3fb9376d2-p_e.jpg","FOR SALE","House for sale","Re/Max Property Connection","https://www.zillow.com/homes/Laguna-Niguel,-CA_rb/","https://www.zillow.com/homedetails/25911-Pasofino-Laguna-Niguel-CA-92677/25554611_zpid/","https://www.zillow.com/homes/Laguna-Niguel,-CA_rb/"
"40","19829081","340 Blossom Hill Rd, San Jose, CA 95123","37.25106","-121.82402","1450000","USD","3","5","2384 sqft","","1512200","5040","7","","False","https://photos.zillowstatic.com/fp/9d3f241fa4265f05b1a5a8fe757989a3-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/340-Blossom-Hill-Rd-San-Jose-CA-95123/19829081_zpid/","https://www.zillow.com/homes/San-Jose,-CA_rb/"
"26","19603276","4608 Corrida Cir, San Jose, CA 95129","37.320705","-121.98699","1650000","USD","3","3","1496 sqft","","1770700","4538","0","","False","https://photos.zillowstatic.com/fp/065c039b12ee90dfceb71bd1cbb7ed4c-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/4608-Corrida-Cir-San-Jose-CA-95129/19603276_zpid/","https://www.zillow.com/homes/San-Jose,-CA_rb/"
"124","25698039","30266 Via Reata, Laguna Niguel, CA 92677","33.523174","-117.719345","1299000","USD","3","3","1846 sqft","","","5556","16","","False","https://photos.zillowstatic.com/fp/78e28a403de5b93f976450b0c456520e-p_e.jpg","FOR SALE","Condo for sale","HomeSmart, Evergreen Realty","https://www.zillow.com/homes/Laguna-Niguel,-CA_rb/","https://www.zillow.com/homedetails/30266-Via-Reata-Laguna-Niguel-CA-92677/25698039_zpid/","https://www.zillow.com/laguna-niguel-ca/4_p/"
"16","145640762","1204 Lanai Ct, Carlsbad, CA 92008","33.17247","-117.3465","2595000","USD","5","4","3687 sqft","","2523800","8759","16","","False","https://photos.zillowstatic.com/fp/e8dc11eb38a934f38256120ac7a0400b-p_e.jpg","FOR SALE","House for sale","SRG","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/1204-Lanai-Ct-Carlsbad-CA-92008/145640762_zpid/","https://www.zillow.com/homes/Carlsbad,-CA_rb/"
"122","19831738","1213 La Terrace Cir, San Jose, CA 95123","37.24053","-121.86797","598000","USD","1","2","904 sqft","","","2720","4","","False","https://photos.zillowstatic.com/fp/aaa85a011eaa788e4d0f7285ce418f2c-p_e.jpg","FOR SALE","Condo for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/1213-La-Terrace-Cir-San-Jose-CA-95123/19831738_zpid/","https://www.zillow.com/san-jose-ca/3_p/"
"595","89473589","2881 Meridian Ave UNIT 248, San Jose, CA 95124","37.271637","-121.90755","995000","USD","2","2","1590 sqft","","1020400","3878","25","","False","https://photos.zillowstatic.com/fp/849b82be277eb6ada261ad8b78399a8b-p_e.jpg","FOR SALE","Condo for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/2881-Meridian-Ave-UNIT-248-San-Jose-CA-95124/89473589_zpid/","https://www.zillow.com/san-jose-ca/15_p/"
"55","19839881","6928 Burning Tree Ct, San Jose, CA 95119","37.227394","-121.77991","1498000","USD","2","4","1750 sqft","","1533500","4636","0","","False","https://photos.zillowstatic.com/fp/c5b668b53e4695ec557f6c55756a0cac-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/6928-Burning-Tree-Ct-San-Jose-CA-95119/19839881_zpid/","https://www.zillow.com/san-jose-ca/2_p/"
"98","17082652","5606 McHugh St, San Diego, CA 92114","32.713715","-117.07566","779000","USD","3","3","1351 sqft","","783000","3300","56","","False","https://photos.zillowstatic.com/fp/a2dce269f046bfe952977c1df5ee9017-p_e.jpg","FOR SALE","House for sale","eXp Realty of California, Inc.","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/5606-McHugh-St-San-Diego-CA-92114/17082652_zpid/","https://www.zillow.com/san-diego-ca/3_p/"
"234","25747469","3 Summer Breeze, Irvine, CA 92603","33.63325","-117.79817","1498000","USD","3","2","1610 sqft","","1483900","4631","9","","False","https://photos.zillowstatic.com/fp/014ad4a51fcae740539cb25cab205891-p_e.jpg","FOR SALE","Townhouse for sale","Berkshire Hathaway HomeService","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/3-Summer-Breeze-Irvine-CA-92603/25747469_zpid/","https://www.zillow.com/irvine-ca/6_p/"
"196","448831388","159 Merit, Irvine, CA 92618","33.668262","-117.7207","1294990","USD","2","3","1611 sqft","","","","1","","False","https://photos.zillowstatic.com/fp/b6f1bd6877eea9167d7c56c4961244c6-p_e.jpg","FOR SALE","New construction","","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/159-Merit-Irvine-CA-92618/448831388_zpid/","https://www.zillow.com/irvine-ca/5_p/"
"31","123189967","2264 Soto St, San Diego, CA 92107","32.747566","-117.237076","2500000","USD","3","3","2387 sqft","","2427000","6985","0","","False","https://photos.zillowstatic.com/fp/401aa87cd6b5825cfbba6e9242000366-p_e.jpg","FOR SALE","House for sale","Berkshire Hathaway HomeService","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/2264-Soto-St-San-Diego-CA-92107/123189967_zpid/","https://www.zillow.com/homes/San-Diego,-CA_rb/"
"102","19783204","10285 Chrisland Ct, San Jose, CA 95127","37.362904","-121.81737","899999","USD","1","3","992 sqft","","920600","3173","1","","False","https://photos.zillowstatic.com/fp/40bf6d9fe645fcc4563d324eeb106ce5-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/10285-Chrisland-Ct-San-Jose-CA-95127/19783204_zpid/","https://www.zillow.com/san-jose-ca/3_p/"
"48","16660562","2419 La Costa Ave UNIT A, Carlsbad, CA 92009","33.08644","-117.26126","829000","USD","3","2","1550 sqft","","823800","3870","14","","False","https://photos.zillowstatic.com/fp/d4b58f131447c8d4ca8193c476ce2815-p_e.jpg","FOR SALE","Townhouse for sale","Compass","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/2419-La-Costa-Ave-UNIT-A-Carlsbad-CA-92009/16660562_zpid/","https://www.zillow.com/carlsbad-ca/2_p/"
"328","19721310","55 Silcreek Dr, San Jose, CA 95116","37.35578","-121.853065","642000","USD","2","2","1313 sqft","","638600","3113","37","","False","https://photos.zillowstatic.com/fp/b99fc08e883f1a1aca96f970631be154-p_e.jpg","FOR SALE","Condo for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/55-Silcreek-Dr-San-Jose-CA-95116/19721310_zpid/","https://www.zillow.com/san-jose-ca/8_p/"
"19","82925522","2750 Wheatstone St SPACE 76, San Diego, CA 92111","32.791927","-117.182106","239999","USD","2","3","960 sqft","","239400","3608","51","","False","https://photos.zillowstatic.com/fp/c771c21bd8a33f3d8fccafdd5da9c4ae-p_e.jpg","FOR SALE","Home for sale","CA-RES","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/2750-Wheatstone-St-SPACE-76-San-Diego-CA-92111/82925522_zpid/","https://www.zillow.com/homes/San-Diego,-CA_rb/"
"565","447315889","240 Lily Loop, Irvine, CA 92618","33.679325","-117.73799","2244325","USD","3","4","2081 sqft","","","","45","","False","https://photos.zillowstatic.com/fp/a92b18e2d8b3ad99a12988bad662fc84-p_e.jpg","FOR SALE","New construction","Taylor Morrison Services","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/240-Lily-Loop-Irvine-CA-92618/447315889_zpid/","https://www.zillow.com/irvine-ca/14_p/"
"469","19672152","3370 Jennifer Way, San Jose, CA 95124","37.26388","-121.93024","1798888","USD","2","3","1364 sqft","","1839300","4792","16","","False","https://photos.zillowstatic.com/fp/1860160857c115c07c00709aa99e92f6-p_e.jpg","FOR SALE","House for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/3370-Jennifer-Way-San-Jose-CA-95124/19672152_zpid/","https://www.zillow.com/san-jose-ca/12_p/"
"261","345147608","90 Chorus, Irvine, CA 92618","33.667385","-117.72031","1988000","USD","3","3","2557 sqft","","1966900","5762","0","","False","https://photos.zillowstatic.com/fp/7f124ad01ff51f76e449d8b18b7188a6-p_e.jpg","FOR SALE","New construction","LOU EDWARDS FINANCIAL INC.","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/90-Chorus-Irvine-CA-92618/345147608_zpid/","https://www.zillow.com/irvine-ca/7_p/"
"488","250351724","143 Fixie, Irvine, CA 92618","33.68976","-117.7352","1680000","USD","4","4","2034 sqft","","1669000","5169","2","","False","https://photos.zillowstatic.com/fp/1ae99340082b226b4ddd55948b8cb7f6-p_e.jpg","FOR SALE","Condo for sale","Compass Newport Beach","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/143-Fixie-Irvine-CA-92618/250351724_zpid/","https://www.zillow.com/irvine-ca/12_p/"
"703","19584233","2451 Cory Ave, San Jose, CA 95128","37.315777","-121.93595","2998000","USD","4","5","3253 sqft","","2964900","7031","62","","False","https://photos.zillowstatic.com/fp/a5532d8a9e1554f28899c98321fc265c-p_e.jpg","FOR SALE","New construction","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/2451-Cory-Ave-San-Jose-CA-95128/19584233_zpid/","https://www.zillow.com/san-jose-ca/18_p/"
"120","16855871","5775 La Jolla Mesa Dr, La Jolla, CA 92037","32.818928","-117.25863","8295000","USD","6","5","6300 sqft","","8214000","23630","9","","False","https://photos.zillowstatic.com/fp/7858831200c9562c2577817a28daa951-p_e.jpg","FOR SALE","House for sale","Berkshire Hathaway HomeServices California Properties","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/5775-La-Jolla-Mesa-Dr-La-Jolla-CA-92037/16855871_zpid/","https://www.zillow.com/san-diego-ca/3_p/"
"54","25714102","48 Canyon Rdg #7, Irvine, CA 92603","33.684566","-117.82651","2088000","USD","3","4","2072 sqft","","2071300","5711","2","","False","https://photos.zillowstatic.com/fp/6753048725c3c86b578bfdfde52c67d2-p_e.jpg","FOR SALE","Townhouse for sale","Coldwell Banker Realty","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/48-Canyon-Rdg-7-Irvine-CA-92603/25714102_zpid/","https://www.zillow.com/irvine-ca/2_p/"
"126","25553651","28721 Placida Ave, Laguna Niguel, CA 92677","33.54592","-117.68852","2088000","USD","2","3","2048 sqft","","2044900","6644","46","","False","https://photos.zillowstatic.com/fp/6f58074f50b5b80b279b338772e34f7f-p_e.jpg","FOR SALE","House for sale","English Realty","https://www.zillow.com/homes/Laguna-Niguel,-CA_rb/","https://www.zillow.com/homedetails/28721-Placida-Ave-Laguna-Niguel-CA-92677/25553651_zpid/","https://www.zillow.com/laguna-niguel-ca/4_p/"
"377","19602968","320 Auburn Way APT 25, San Jose, CA 95129","37.32006","-121.981544","598000","USD","1","2","924 sqft","","590700","2515","74","","False","https://photos.zillowstatic.com/fp/5fc0a1ec81d2b8b517c2abd0b303e883-p_e.jpg","FOR SALE","Condo for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/320-Auburn-Way-APT-25-San-Jose-CA-95129/19602968_zpid/","https://www.zillow.com/san-jose-ca/10_p/"
"79","17080137","3936 Broadway, San Diego, CA 92102","32.716194","-117.109985","750000","USD","2","3","845 sqft","","751700","2913","1","","False","https://photos.zillowstatic.com/fp/79b80ac6d433dcbd2aaaa5dc0fc59889-p_e.jpg","FOR SALE","House for sale","Joshua Daniel Massieh","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/3936-Broadway-San-Diego-CA-92102/17080137_zpid/","https://www.zillow.com/san-diego-ca/2_p/"
"592","402295304","113 Somera, Irvine, CA 92602","33.741226","-117.73514","3727566","USD","3","4","2277 sqft","","3694800","","248","","False","https://photos.zillowstatic.com/fp/48820ee6279fe7b908fd501e9bc7bd31-p_e.jpg","FOR SALE","New construction","KB Home Sales So. CA Inc.","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/113-Somera-Irvine-CA-92602/402295304_zpid/","https://www.zillow.com/irvine-ca/15_p/"
"378","442995163","162 Quail Hollow Dr #162, San Jose, CA 95128","37.297333","-121.93303","459900","USD","2","3","1891 sqft","","456700","","121","","False","https://photos.zillowstatic.com/fp/936a91ebc43b41c227b7f0eb803f864e-p_e.jpg","FOR SALE","Home for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/162-Quail-Hollow-Dr-162-San-Jose-CA-95128/442995163_zpid/","https://www.zillow.com/san-jose-ca/10_p/"
"210","25733793","140 Almador, Irvine, CA 92614","33.673985","-117.830765","1250000","USD","3","3","1407 sqft","","1240400","4060","54","","False","https://photos.zillowstatic.com/fp/765e26d259e61e26dedd4a6c543b670b-p_e.jpg","FOR SALE","Townhouse for sale","Coldwell Banker Realty","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/140-Almador-Irvine-CA-92614/25733793_zpid/","https://www.zillow.com/irvine-ca/6_p/"
"592","19767625","1141 Valley Quail Cir, San Jose, CA 95120","37.203327","-121.846664","3649000","USD","3","5","3207 sqft","","3552700","6213","58","","False","https://photos.zillowstatic.com/fp/1148438435581d4cba00d64103520bfd-p_e.jpg","FOR SALE","House for sale","Pinnacle Estate Properties, Inc.","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/1141-Valley-Quail-Cir-San-Jose-CA-95120/19767625_zpid/","https://www.zillow.com/san-jose-ca/15_p/"
"395","16857040","5720 Desert View Dr, La Jolla, CA 92037","32.824932","-117.2357","2500000","USD","3","5","2142 sqft","","2421800","7030","53","","False","https://photos.zillowstatic.com/fp/b56ed191fc1a73d02e1b032ea651a7df-p_e.jpg","FOR SALE","House for sale","Coldwell Banker Realty","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/5720-Desert-View-Dr-La-Jolla-CA-92037/16857040_zpid/","https://www.zillow.com/san-diego-ca/10_p/"
"264","16861113","3762 Christine St, San Diego, CA 92117","32.834236","-117.20624","999500","USD","2","3","1120 sqft","","1008100","3741","27","","False","https://photos.zillowstatic.com/fp/72228169126be301a5eeb08ce28038aa-p_e.jpg","FOR SALE","House for sale","RE/MAX City Real Estate","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/3762-Christine-St-San-Diego-CA-92117/16861113_zpid/","https://www.zillow.com/san-diego-ca/7_p/"
"569","440378594","250 Canterbury, Irvine, CA 92618","33.691235","-117.695526","2788888","USD","4","4","2524 sqft","","2741300","","82","","False","https://photos.zillowstatic.com/fp/42fce7c64af31adfad42039e78dac31c-p_e.jpg","FOR SALE","New construction","California Pacific Homes, Inc","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/250-Canterbury-Irvine-CA-92618/440378594_zpid/","https://www.zillow.com/irvine-ca/14_p/"
"397","16933379","9737 Stonecrest Blvd, San Diego, CA 92123","32.801666","-117.116486","989900","USD","3","3","1307 sqft","","","3747","15","","False","https://photos.zillowstatic.com/fp/3cfcaf8c6fdafb83528437db21dc00f9-p_e.jpg","FOR SALE","House for sale","Skoglin Real Estate, Inc.","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/9737-Stonecrest-Blvd-San-Diego-CA-92123/16933379_zpid/","https://www.zillow.com/san-diego-ca/10_p/"
"274","69019935","6879 Goldstone Rd, Carlsbad, CA 92009","33.104206","-117.25644","0","USD","5","4","3424 sqft","","2148600","7111","365","","False","https://photos.zillowstatic.com/fp/b8259a8ea70341448cc27d3346356b84-p_e.jpg","FOR SALE","Auction","","https://www.zillow.com/homes/Carlsbad,-CA_rb/","https://www.zillow.com/homedetails/6879-Goldstone-Rd-Carlsbad-CA-92009/69019935_zpid/","https://www.zillow.com/carlsbad-ca/7_p/"
"463","19798757","5239 Cribari Hls, San Jose, CA 95135","37.29703","-121.754845","505000","USD","2","2","1223 sqft","","508700","3042","220","","False","https://photos.zillowstatic.com/fp/b89bf9f799b8c6dfa2c806691712bd5b-p_e.jpg","FOR SALE","Condo for sale","Rodeo Realty","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/5239-Cribari-Hls-San-Jose-CA-95135/19798757_zpid/","https://www.zillow.com/san-jose-ca/12_p/"
"558","16848782","7651 Country Club Dr, La Jolla, CA 92037","32.844433","-117.26687","3885000","USD","4","3","2814 sqft","","","","51","","False","https://photos.zillowstatic.com/fp/39a9f3959b10269fc2d8935d2c9bd89f-p_e.jpg","FOR SALE","House for sale","Compass","https://www.zillow.com/homes/San-Diego,-CA_rb/","https://www.zillow.com/homedetails/7651-Country-Club-Dr-La-Jolla-CA-92037/16848782_zpid/","https://www.zillow.com/san-diego-ca/14_p/"
"61","15426557","311 Longview Ln, San Luis Obispo, CA 93405","35.29338","-120.65822","5000000","USD","8","12","5272 sqft","","4825000","4258","19","","False","https://photos.zillowstatic.com/fp/3623fab46993bcc80774f2704f2135cb-p_e.jpg","FOR SALE","Multi-family home for sale","Irish Hills Realty Inc","https://www.zillow.com/homes/San-Luis-Obispo,-CA_rb/","https://www.zillow.com/homedetails/311-Longview-Ln-San-Luis-Obispo-CA-93405/15426557_zpid/","https://www.zillow.com/san-luis-obispo-ca/2_p/"
"270","305383970","109 Ritual, Irvine, CA 92618","33.69359","-117.70735","3950000","USD","4","4","3021 sqft","","3827200","6292","23","","False","https://photos.zillowstatic.com/fp/004ad93526cdd5dad69bb8979080c499-p_e.jpg","FOR SALE","House for sale","Cornerstone Real Estate and Estate Planning","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/109-Ritual-Irvine-CA-92618/305383970_zpid/","https://www.zillow.com/irvine-ca/7_p/"
"233","19720753","111 Poas Cir, San Jose, CA 95116","37.3584","-121.849785","699888","USD","2","3","1180 sqft","","696400","3333","55","","False","https://photos.zillowstatic.com/fp/bd414264699c3ecb9aa8512531c11f0d-p_e.jpg","FOR SALE","Townhouse for sale","","https://www.zillow.com/homes/San-Jose,-CA_rb/","https://www.zillow.com/homedetails/111-Poas-Cir-San-Jose-CA-95116/19720753_zpid/","https://www.zillow.com/san-jose-ca/6_p/"
"598","447560619","152 Creation St, Irvine, CA 92618","33.6829","-117.71828","3141000","USD","5","5","3671 sqft","","3089600","","36","","False","https://photos.zillowstatic.com/fp/b6a1105c2c46d6836929b52b6cbafba2-p_e.jpg","FOR SALE","New construction","","https://www.zillow.com/homes/Irvine,-CA_rb/","https://www.zillow.com/homedetails/152-Creation-St-Irvine-CA-92618/447560619_zpid/","https://www.zillow.com/irvine-ca/15_p/"
